PB,BAYEUX,,,,,,
19.235,TINTA | A.T.INKS,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
,Total :,"22,00",,"195,00","2.690,23","4.290,00","37,29%"
19.236,TINTA | INKBANK,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
12172-0,TINTA INKBANK CANON C1800/CL190 BLACK 135 ML-.,"1,00",UN,"15,00","4,39","15,00","70,73%"
12168-0,TINTA INKBANK CANON C1800/CL190 MAG 70ML (CX C/ 100)-.,"1,00",UN,"10,00","2,87","10,00","71,30%"
12146-0,TINTA INKBANK EPSON E850 BLACK 1LT (CX C/ 20)-.,"3,00",UN,"35,90","69,37","107,70","35,59%"
12147-0,TINTA INKBANK EPSON E850 CYAN 1LT (CX C/ 20)-.,"1,00",UN,"35,90","23,13","35,90","35,57%"
12148-0,TINTA INKBANK EPSON E850 MAG 1LT (CX C/ 20)-.,"2,00",UN,"35,90","46,25","71,80","35,58%"
12149-0,TINTA INKBANK EPSON E850 YELL 1LT (CX C/ 20)-.,"3,00",UN,"40,60","69,37","121,80","43,05%"
12150-0,TINTA INKBANK EPSON E850/504/544 BLACK 70ML-.,"10,00",UN,"7,80","30,66","78,00","60,69%"
12151-0,TINTA INKBANK EPSON E850/504/544 CYAN 70ML-.,"2,00",UN,"6,00","6,10","12,00","49,17%"
12152-0,TINTA INKBANK EPSON E850/504/544 MAG 70ML-.,"5,00",UN,"8,00","15,15","40,00","62,13%"
12153-0,TINTA INKBANK EPSON E850/504/544 YELL 70ML-.,"5,00",UN,"8,00","15,20","40,00","62,00%"
12188-0,TINTA INKBANK EPSON EL8100/504/544 BLACK 70ML C/ CAIXA-.,"16,00",UN,"5,65","58,78","90,40","34,98%"
12189-0,TINTA INKBANK EPSON EL8100/504/544 CYAN 70ML C/ CAIXA-.,"8,00",UN,"5,65","29,32","45,20","35,13%"
12190-0,TINTA INKBANK EPSON EL8100/504/544 MAG 70ML C/ CAIXA-.,"8,00",UN,"5,65","29,31","45,20","35,15%"
12191-0,TINTA INKBANK EPSON EL8100/504/544 YELL 70ML C/ CAIXA-.,"8,00",UN,"5,65","29,29","45,20","35,20%"
12182-0,TINTA INKBANK UNIVERSAL ET365 BK 1L (CX C/ 20)-.,"1,00",UN,"38,00","19,36","38,00","49,05%"
12192-0,TINTA INKBANK UNIVERSAL ET365 CYAN 1L (CX C/ 20)-.,"1,00",UN,"38,00","19,61","38,00","48,39%"
12184-0,TINTA INKBANK UNIVERSAL ET365 MAGENTA 1L (CX C/ 20)-.,"1,00",UN,"38,00","19,58","38,00","48,47%"
12186-0,TINTA INKBANK UNIVERSAL ET365 YELLOW 1L (CX C/ 20)-.,"1,00",UN,"38,00","19,60","38,00","48,42%"
12163-0,TINTA INKBANK UNIVERSAL ET365/664 BLACK 100ML (CX C/ 100)-.,"9,00",UN,"6,00","25,33","54,00","53,09%"
12164-0,TINTA INKBANK UNIVERSAL ET365/664 CYAN 100ML (CX C/ 100)-.,"4,00",UN,"6,00","11,28","24,00","53,00%"
12165-0,TINTA INKBANK UNIVERSAL ET365/664 MAG 100ML (CX C/ 100)-.,"4,00",UN,"6,00","11,28","24,00","53,00%"
12166-0,TINTA INKBANK UNIVERSAL ET365/664 YELL 100ML (CX C/ 100)-.,"5,00",UN,"6,00","14,10","30,00","53,00%"
,Total :,"99,00",,"10,53","569,34","1.042,20","45,37%"
2001.203,LONA | UNIBANNER FUNDO PRETO,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
"20115145-0LONA UNIBANNER BRILHO F.P. 300x500 340g 3,20mt-.",,"160,00",M2,"6,50","614,78","1.040,00","40,89%"
"20115054-0LONA UNIBANNER BRILHO F.P. 300x500 380g 2,20mt-.",,"110,00",M2,"6,40","453,78","704,00","35,54%"
,Total :,"270,00",,"6,46","1.068,57","1.744,00","38,73%"
2002.2001,ADESIVO | UNITRAMA,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
"2011104-0VINIL UNIPRO INTERM. (NV 2012) C/ 1,52mt-.",,"76,00",M2,"5,60","244,61","425,60","42,53%"
2011007-0VINIL UNITRAMA UT100BK ( NV2112/2204 ) C/ 1.52mt-.,,"608,00",M2,"6,33","2.270,21","3.845,60","40,97%"
,Total :,"684,00",,"6,24","2.514,82","4.271,20","41,12%"
2026.2001,ACRILICO | UNITRAMA,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
RMOV336 - Conferências de Saídas por Divisão de Produtos,Emissão:,05/12/2025 08:59,,h,Página :,0014/,73
PB,BAYEUX,,,,,,
2026.2001,ACRILICO | UNITRAMA,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
"20260019-0ACRILICO UNIGLASS BRANCO 2mm c/ 1,00mt X 2,00mt NEW-.",,"8,00",UN,"195,00","912,56","1.560,00","41,50%"
"20260016-0ACRILICO UNIGLASS CRISTAL 2mm c/ 1,00mt X 2,00mt NEW-.",,"4,00",UN,"169,90","437,27","679,60","35,66%"
"20260017-0ACRILICO UNIGLASS CRISTAL 3mm c/ 1,00mt X 2,00mt NEW-.",,"3,00",UN,"290,00","487,09","870,00","44,01%"
,Total :,"15,00",,"207,31","1.836,92","3.109,60","40,93%"
55.216,ACESSÓRIOS DE INFORMATICA | MOUSE GAMER,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
50213-0,MOUSE GAMER EVOLUT EG-104RB 2400 DPI/06 BOTOES RAYDEN(CX C/ 60)-.,"1,00",UN,"50,00","14,28","50,00","71,44%"
,Total :,"1,00",,"50,00","14,28","50,00","71,45%"
,TOTAL CIDADE:,"1.177,00",,,"10.089,19","17.338,00","41,81%"
RMOV336 - Conferências de Saídas por Divisão de Produtos,Emissão:,05/12/2025 08:59,,h,Página :,0015/,73
PB,CABEDELO,,,,,,
10.1,CARTUCHO DE TONER | HP,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
3162-0,CART. DE TONER COMP. COM PM CB435/436/285/278 U 2K EVOLUT(CX C/ 20)-.,"2,00",PC,"35,00","33,53","70,00","52,10%"
,Total :,"2,00",,"35,00","33,53","70,00","52,10%"
10.113,CARTUCHO DE TONER | BROTHER,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
4067-0,CART. DE TONER COMP. COM BROTHER TN-B021 EVOLUT 2.6K (CX C/ 15)-.,"2,00",PC,"35,00","17,57","70,00","74,90%"
3462-0,CART. DE TONER COMP. COM BROTHER TN1060/DCP-1512/HL-1112 1K EVOLUT (CX C/ 20)-.,"4,00",PC,"25,00","40,61","100,00","59,39%"
3943-0,"CART. DE TONER COMP. COM BROTHER TN660/630/2340/2370 2,6K EVOLUT(CX C/ 10)-.","1,00",PC,"35,00","14,58","35,00","58,34%"
4069-0,CART. DE TONER COMP. COM BROTHER TN760 CHMT-.,"2,00",PC,"50,00","36,20","100,00","63,80%"
4065-0,CART. DE TONER COMP. COM BROTHER TN760 EVOLUT-.,"2,00",PC,"50,00","38,87","100,00","61,13%"
,Total :,"11,00",,"36,82","147,83","405,00","63,50%"
19.236,TINTA | INKBANK,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
12188-0,TINTA INKBANK EPSON EL8100/504/544 BLACK 70ML C/ CAIXA-.,"10,00",UN,"5,65","36,74","56,50","34,97%"
12189-0,TINTA INKBANK EPSON EL8100/504/544 CYAN 70ML C/ CAIXA-.,"10,00",UN,"5,65","36,65","56,50","35,13%"
12190-0,TINTA INKBANK EPSON EL8100/504/544 MAG 70ML C/ CAIXA-.,"10,00",UN,"5,65","36,64","56,50","35,15%"
12191-0,TINTA INKBANK EPSON EL8100/504/544 YELL 70ML C/ CAIXA-.,"10,00",UN,"5,65","36,61","56,50","35,20%"
12182-0,TINTA INKBANK UNIVERSAL ET365 BK 1L (CX C/ 20)-.,"1,00",UN,"34,00","19,36","34,00","43,06%"
,Total :,"41,00",,"6,34","166,00","260,00","36,15%"
2002.2001,ADESIVO | UNITRAMA,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
"2011100-0VINIL UNIPRO INTERM. (NV 2012) C/ 1,06mt-.",,"53,00",M2,"5,60","174,40","296,80","41,24%"
"2011101-0VINIL UNIPRO INTERM. (NV 2012) C/ 1,27mt-.",,"63,50",M2,"5,60","221,11","355,60","37,82%"
2011039-0VINIL UNITRAMA UT100BK ( NV2112/2204 ) C/ 1.06mt-.,,"106,00",M2,"6,50","389,96","689,00","43,40%"
,Total :,"222,50",,"6,03","785,48","1.341,40","41,44%"
2003.2052,ACM | UNIBOND 1.50,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
2013067-0ACM UNIBOND BRANCO ALTO BRILHO 3mm,1.50 x 5.00mt T805-.,"3,00",UN,"605,00","1.084,15","1.815,00","40,27%"
2013086-0ACM UNIBOND CHAMPAGNE 3mm,1.50 x 5.00mt 8808-.,"1,00",UN,"560,00","314,73","560,00","43,80%"
2013206-0ACM UNIBOND GRAFITE ESCURO 3mm,1.50 x 5.00mt 8865-.,"2,00",UN,"580,00","690,09","1.160,00","40,51%"
2013050-0ACM UNIBOND PRETO FOSCO 3mm 1.50 x 5.00mt UNI8866-.,,"7,00",UN,"586,86","2.449,30","4.108,00","40,38%"
,Total :,"13,00",,"587,92","4.538,26","7.643,00","40,62%"
2003.2053,ACM | SIGNBOND 1.22,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
2013145-0ACM SIGNBOND CAFE 3mm 1.22 x 5.00mt 8834-.,,"3,00",UN,"446,00","802,13","1.338,00","40,05%"
2013144-0ACM SIGNBOND CHAMPAGNE 3mm 1.22 x 5.00mt 8808-.,,"12,00",UN,"421,67","3.031,55","5.060,00","40,09%"
2013155-0ACM SIGNBOND GRAFITE ESCURO 3mm 1.22 x 5.00mt 8865-.,,"2,00",UN,"420,00","498,77","840,00","40,62%"
2013128-0ACM SIGNBOND PRETO FOSCO 3mm 1.22 x 5.00mt UNI8866-.,,"5,00",UN,"460,00","1.336,88","2.300,00","41,87%"
,Total :,"22,00",,"433,55","5.669,33","9.538,00","40,56%"
RMOV336 - Conferências de Saídas por Divisão de Produtos,Emissão:,05/12/2025 08:59,,h,Página :,0016/,73
PB,CABEDELO,,,,,,
2003.2054,ACM | PVDF,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
2013115-0ACM UNIBOND ARCHIE PRETO FOSCO PVDF 4mm (0.30) 1.50 x 5.00mt (8866)-.,,"4,00",UN,"1.150,00","2.750,67","4.600,00","40,20%"
,Total :,"4,00",,"1.150,00","2.750,67","4.600,00","40,20%"
2020.2016,CHAPA PVC | UNIPOL,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
2019100-0PVC EXPANDIDO UNIPOL BRANCO 1220x2440 - 02MM-.,,"3,00",UN,"55,00","81,87","165,00","50,38%"
2019103-0PVC EXPANDIDO UNIPOL BRANCO 1220x2440 - 10MM-.,,"2,00",UN,"149,90","190,78","299,80","36,36%"
,Total :,"5,00",,"92,96","272,64","464,80","41,34%"
2026.2001,ACRILICO | UNITRAMA,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
"20260058-0ACRILICO UNIGLASS AZUL 2mm c/ 1,00mt X 2,00mt-.",,"1,00",UN,"200,00","116,87","200,00","41,56%"
"20260016-0ACRILICO UNIGLASS CRISTAL 2mm c/ 1,00mt X 2,00mt NEW-.",,"3,00",UN,"168,00","327,95","504,00","34,93%"
"20260017-0ACRILICO UNIGLASS CRISTAL 3mm c/ 1,00mt X 2,00mt NEW-.",,"1,00",UN,"280,00","162,36","280,00","42,01%"
"20260065-0ACRILICO UNIGLASS VERDE 2mm c/ 1,00mt X 2,00mt NEW-.",,"1,00",UN,"200,00","116,16","200,00","41,92%"
,Total :,"6,00",,"197,33","723,34","1.184,00","38,91%"
2030.2057,ACESSÓRIOS SIGN | SELANTE/SILICONE NEOKLON,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
13795-0,SILICONE NEOKLON NEUTRO P/ ACM 260G AZUL-.,"2,00",UN,"35,00","38,79","70,00","44,59%"
13801-0,SILICONE NEOKLON NEUTRO P/ ACM 260G LARANJA-.,"1,00",UN,"35,00","19,39","35,00","44,57%"
,Total :,"3,00",,"35,00","58,19","105,00","44,59%"
,TOTAL CIDADE:,"329,50",,,"15.145,27","25.611,20","40,86%"
RMOV336 - Conferências de Saídas por Divisão de Produtos,Emissão:,05/12/2025 08:59,,h,Página :,0017/,73
PB,CAICARA,,,,,,
10.115,CARTUCHO DE TONER | SAMSUNG,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
3966-0,CART. DE TONER COMP. COM SAMSUNG D204E 4025/3825/3875 10K EVOLUT-.,"4,00",PC,"95,00","142,61","380,00","62,47%"
,Total :,"4,00",,"95,00","142,61","380,00","62,47%"
19.236,TINTA | INKBANK,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
12150-0,TINTA INKBANK EPSON E850/504/544 BLACK 70ML-.,"5,00",UN,"10,00","15,33","50,00","69,34%"
12151-0,TINTA INKBANK EPSON E850/504/544 CYAN 70ML-.,"5,00",UN,"10,00","15,24","50,00","69,52%"
12152-0,TINTA INKBANK EPSON E850/504/544 MAG 70ML-.,"5,00",UN,"10,00","15,15","50,00","69,70%"
12153-0,TINTA INKBANK EPSON E850/504/544 YELL 70ML-.,"5,00",UN,"10,00","15,20","50,00","69,60%"
12188-0,TINTA INKBANK EPSON EL8100/504/544 BLACK 70ML C/ CAIXA-.,"25,00",UN,"5,65","91,85","141,25","34,97%"
12189-0,TINTA INKBANK EPSON EL8100/504/544 CYAN 70ML C/ CAIXA-.,"25,00",UN,"5,65","91,63","141,25","35,13%"
12190-0,TINTA INKBANK EPSON EL8100/504/544 MAG 70ML C/ CAIXA-.,"25,00",UN,"5,65","91,60","141,25","35,15%"
12191-0,TINTA INKBANK EPSON EL8100/504/544 YELL 70ML C/ CAIXA-.,"25,00",UN,"5,65","91,53","141,25","35,20%"
,Total :,"120,00",,"6,38","427,52","765,00","44,12%"
,TOTAL CIDADE:,"124,00",,,"570,13","1.145,00","50,21%"
RMOV336 - Conferências de Saídas por Divisão de Produtos,Emissão:,05/12/2025 08:59,,h,Página :,0018/,73
PB,CAJAZEIRAS,,,,,,
10.1,CARTUCHO DE TONER | HP,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
3162-0,CART. DE TONER COMP. COM PM CB435/436/285/278 U 2K EVOLUT(CX C/ 20)-.,"20,00",PC,"22,90","335,31","458,00","26,79%"
3149-0,"CART. DE TONER COMP. COM PM CF283A M125/M126/M127/M128 1,5K EVOLUT(CX C/ 12)-.","30,00",PC,"35,00","501,46","1.050,00","52,24%"
,Total :,"50,00",,"30,16","836,76","1.508,00","44,51%"
10.113,CARTUCHO DE TONER | BROTHER,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
3462-0,CART. DE TONER COMP. COM BROTHER TN1060/DCP-1512/HL-1112 1K EVOLUT (CX C/ 20)-.,"50,00",PC,"13,90","507,60","695,00","26,96%"
3943-0,"CART. DE TONER COMP. COM BROTHER TN660/630/2340/2370 2,6K EVOLUT(CX C/ 10)-.","50,00",PC,"19,50","729,15","975,00","25,22%"
,Total :,"100,00",,"16,70","1.236,75","1.670,00","25,94%"
10.135,CARTUCHO DE TONER | FOTOCONDUTOR,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
3458-0,"KIT FOTOCONDUTOR COMP. COM BROTHER DR1060/1000/1010/1020/1030 10K EVOLUT (CX C/20)-.25,00",,PC,"22,90","406,07","572,50","29,07%"
3346-0,KIT FOTOCONDUTOR COMP. COM BROTHER DR420/450 EVOLUT(CX C/ 08)-.,"25,00",PC,"26,50","492,11","662,50","25,72%"
,Total :,"50,00",,"24,70","898,18","1.235,00","27,27%"
12.215,TONER | ASTON,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
10990-0,TONER ASTON P/USO EM BROTHER AT30 (TN430/540/580/650/720/750/780) BAG 1KG-.,"3,00",KG,"97,00","170,48","291,00","41,42%"
10996-0,TONER ASTON P/USO EM PM AT220SG (435/436/285/2016/283/278/7553) 1KG BAG(CX C/20)-.,"1,00",KG,"75,00","43,52","75,00","41,97%"
,Total :,"4,00",,"91,50","214,00","366,00","41,53%"
19.22,TINTA | EPSON/BULK INK/100ML,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
11977-0,TINTA BULK INK CANON C1800/CL190 BLACK 135 ML-.,"20,00",UN,"8,00","89,28","160,00","44,20%"
10751-0,TINTA BULK INK SUBLIMATICA RZ290 BK 100ML (CX C/ 100)-.,"2,00",UN,"18,00","20,70","36,00","42,50%"
10752-0,TINTA BULK INK SUBLIMATICA RZ290 CYAN 100ML (CX C/ 100)-.,"2,00",UN,"18,00","18,84","36,00","47,67%"
10753-0,TINTA BULK INK SUBLIMATICA RZ290 MAGENTA 100ML (CX C/ 100)-.,"2,00",UN,"18,00","19,17","36,00","46,75%"
10754-0,TINTA BULK INK SUBLIMATICA RZ290 YELLOW 100ML (CX C/ 100)-.,"2,00",UN,"18,00","18,77","36,00","47,86%"
,Total :,"28,00",,"10,86","166,77","304,00","45,14%"
19.236,TINTA | INKBANK,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
RMOV336 - Conferências de Saídas por Divisão de Produtos,Emissão:,05/12/2025 08:59,,h,Página :,0019/,73
PB,CAJAZEIRAS,,,,,,
19.236,TINTA | INKBANK,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
12155-0,TINTA INKBANK EPSON EL8000/504/544 BLACK 70ML (CX C/ 100)-.,"8,00",UN,"6,00","22,38","48,00","53,38%"
12156-0,TINTA INKBANK EPSON EL8000/504/544 CYAN 70ML (CX C/ 100)-.,"6,00",UN,"6,00","16,79","36,00","53,36%"
12157-0,TINTA INKBANK EPSON EL8000/504/544 MAG 70ML (CX C/ 100)-.,"8,00",UN,"6,00","22,38","48,00","53,38%"
12158-0,TINTA INKBANK EPSON EL8000/504/544 YELL 70ML (CX C/ 100)-.,"8,00",UN,"6,00","22,38","48,00","53,38%"
12188-0,TINTA INKBANK EPSON EL8100/504/544 BLACK 70ML C/ CAIXA-.,"30,00",UN,"6,00","110,22","180,00","38,77%"
12189-0,TINTA INKBANK EPSON EL8100/504/544 CYAN 70ML C/ CAIXA-.,"10,00",UN,"6,00","36,65","60,00","38,92%"
12190-0,TINTA INKBANK EPSON EL8100/504/544 MAG 70ML C/ CAIXA-.,"10,00",UN,"6,00","36,64","60,00","38,93%"
12191-0,TINTA INKBANK EPSON EL8100/504/544 YELL 70ML C/ CAIXA-.,"10,00",UN,"6,00","36,61","60,00","38,98%"
12163-0,TINTA INKBANK UNIVERSAL ET365/664 BLACK 100ML (CX C/ 100)-.,"3,00",UN,"5,00","8,44","15,00","43,73%"
12164-0,TINTA INKBANK UNIVERSAL ET365/664 CYAN 100ML (CX C/ 100)-.,"2,00",UN,"5,00","5,64","10,00","43,60%"
12165-0,TINTA INKBANK UNIVERSAL ET365/664 MAG 100ML (CX C/ 100)-.,"8,00",UN,"5,00","22,56","40,00","43,60%"
12166-0,TINTA INKBANK UNIVERSAL ET365/664 YELL 100ML (CX C/ 100)-.,"6,00",UN,"5,00","16,91","30,00","43,63%"
,Total :,"109,00",,"5,83","357,62","635,00","43,68%"
2001.203,LONA | UNIBANNER FUNDO PRETO,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
"20115054-0LONA UNIBANNER BRILHO F.P. 300x500 380g 2,20mt-.",,"110,00",M2,"6,49","453,78","714,00","36,45%"
"20115047-0LONA UNIBANNER BRILHO F.P. 300x500 380g 3,20mt-.",,"320,00",M2,"6,68","1.320,54","2.136,00","38,18%"
"2012050-0LONA UNIBANNER FOSCA F.P. 300x500 380g 3,20mt-.",,"160,00",M2,"6,87","686,53","1.099,00","37,53%"
,Total :,"590,00",,"6,69","2.460,86","3.949,00","37,68%"
2002.2001,ADESIVO | UNITRAMA,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
"2011018-0VINIL UNITRAMA UT100CG (NV4002) TRANSPARENTE GLOSSY C/ 1,06mt-.",,"53,00",M2,"7,17","220,33","380,00","42,02%"
"2011020-0VINIL UNITRAMA UT100CG (NV4002) TRANSPARENTE GLOSSY C/ 1,52mt-.",,"76,00",M2,"7,17","320,81","545,00","41,14%"
,Total :,"129,00",,"7,17","541,14","925,00","41,50%"
2003.2051,ACM | UNIBOND 1.22,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
2013108-0ACM UNIBOND ESP.GOLD MIRROR 3mm 1.22 x 5.00mt T829-.,,"2,00",UN,"895,00","1.008,84","1.790,00","43,64%"
2013217-0ACM UNIBOND NAVY BLUE 3mm 1.22 x 5.00mt T8852-.,,"2,00",UN,"392,50","509,89","785,00","35,05%"
,Total :,"4,00",,"643,75","1.518,73","2.575,00","41,02%"
2003.2052,ACM | UNIBOND 1.50,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
2013067-0ACM UNIBOND BRANCO ALTO BRILHO 3mm,1.50 x 5.00mt T805-.,"3,00",UN,"578,17","1.033,36","1.734,50","40,42%"
2013199-0ACM UNIBOND CAFE 3mm,1.50 x 5.00mt 8834-.,"4,00",UN,"575,00","1.376,33","2.300,00","40,16%"
2013077-0ACM UNIBOND LARANJA ALTO BRILHO 3mm,1.50 x 5.00mt T801-.,"9,00",UN,"577,78","3.118,88","5.200,00","40,02%"
,Total :,"16,00",,"577,16","5.528,56","9.234,50","40,13%"
2003.2053,ACM | SIGNBOND 1.22,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
RMOV336 - Conferências de Saídas por Divisão de Produtos,Emissão:,05/12/2025 08:59,,h,Página :,0020/,73
PB,CAJAZEIRAS,,,,,,
2003.2053,ACM | SIGNBOND 1.22,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
2013140-0ACM SIGNBOND AZUL CLARO 3mm 1.22 x 5.00mt T8850-.,,"1,00",UN,"446,00","267,38","446,00","40,05%"
2013123-0ACM SIGNBOND AZUL ESCURO ALTO BRILHO 3mm 1.22 x 5.00mt T808-.,,"8,00",UN,"396,00","2.031,38","3.168,00","35,88%"
2013118-0ACM SIGNBOND AZUL NOTURNO 3mm 1.22 x 5.00mt 8854-.,,"4,00",UN,"444,50","1.066,74","1.778,00","40,00%"
2013124-0ACM SIGNBOND BRANCO ALTO BRILHO 3mm 1.22 x 5.00mt T805-.,,"9,00",UN,"383,89","2.161,07","3.455,00","37,45%"
2013125-0ACM SIGNBOND BRANCO FOSCO 3mm 1.22 x 5.00mt 8813-.,,"2,00",UN,"395,00","510,50","790,00","35,38%"
2013184-0ACM SIGNBOND FINLAND GREEN 3mm 1.22 x 5.00mt-.,,"2,00",UN,"395,00","485,60","790,00","38,53%"
2013139-0ACM SIGNBOND GRAFITE 3mm 1.22 x 5.00mt 8863-.,,"3,00",UN,"380,00","748,51","1.140,00","34,34%"
2013220-0ACM SIGNBOND NAVY BLUE 3mm 1.22 x 5.00mt T8852-.,,"2,00",UN,"382,50","493,55","765,00","35,48%"
2013127-0ACM SIGNBOND PRETO ALTO BRILHO 3mm 1.22 x 5.00mt T804-.,,"2,00",UN,"406,75","528,67","813,50","35,01%"
2013135-0ACM SIGNBOND VERDE INTENSO 3mm 1.22 x 5.00mt 8840-.,,"1,00",UN,"415,00","255,42","415,00","38,45%"
2013153-0ACM SIGNBOND VERDE TELECOM 3mm 1.22 x 5.00mt 8837-.,,"3,00",UN,"420,00","749,35","1.260,00","40,53%"
2013129-0ACM SIGNBOND VERMELHO ALTO BRILHO 3mm 1.22 x 5.00mt T802-.,,"5,00",UN,"404,60","1.293,67","2.023,00","36,05%"
,Total :,"42,00",,"401,04","10.591,85","16.843,50","37,12%"
2020.2016,CHAPA PVC | UNIPOL,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
2019101-0PVC EXPANDIDO UNIPOL BRANCO 1220x2440 - 03MM-.,,"20,00",UN,"45,00","692,22","900,00","23,09%"
2019103-0PVC EXPANDIDO UNIPOL BRANCO 1220x2440 - 10MM-.,,"15,00",UN,"149,97","1.430,82","2.249,50","36,39%"
,Total :,"35,00",,"89,99","2.123,04","3.149,50","32,59%"
2026.2001,ACRILICO | UNITRAMA,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
"20260058-0ACRILICO UNIGLASS AZUL 2mm c/ 1,00mt X 2,00mt-.",,"3,00",UN,"180,00","350,62","540,00","35,07%"
"20260019-0ACRILICO UNIGLASS BRANCO 2mm c/ 1,00mt X 2,00mt NEW-.",,"3,00",UN,"191,00","342,21","573,00","40,28%"
"20260016-0ACRILICO UNIGLASS CRISTAL 2mm c/ 1,00mt X 2,00mt NEW-.",,"31,00",UN,"170,34","3.388,83","5.280,50","35,82%"
,Total :,"37,00",,"172,80","4.081,66","6.393,50","36,16%"
,TOTAL CIDADE:,"1.194,00",,,"30.555,93","48.788,00","37,37%"
RMOV336 - Conferências de Saídas por Divisão de Produtos,Emissão:,05/12/2025 08:59,,h,Página :,0021/,73
PB,CAMPINA GRANDE,,,,,,
10.1,CARTUCHO DE TONER | HP,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
4114-0,CART. DE TONER COMP. COM PM 1105A/1107A 1K COM CHIP EVOLUT(CX C/ 15)-.,"28,00",PC,"34,41","694,39","963,50","27,93%"
3000-0,CART. DE TONER COMP. COM PM 2612 2K EVOLUT(CX C/ 20)-.,"5,00",PC,"28,34","88,44","141,70","37,58%"
3162-0,CART. DE TONER COMP. COM PM CB435/436/285/278 U 2K EVOLUT(CX C/ 20)-.,"21,00",PC,"26,54","352,07","557,44","36,84%"
3033-0,"CART. DE TONER COMP. COM PM CE285A 1,6K EVOLUT(CX C/ 20)-.","10,00",PC,"35,00","174,25","350,00","50,21%"
3149-0,"CART. DE TONER COMP. COM PM CF283A M125/M126/M127/M128 1,5K EVOLUT(CX C/ 12)-.","5,00",PC,"29,00","83,58","145,00","42,36%"
,Total :,"69,00",,"31,27","1.392,73","2.157,64","35,45%"
10.113,CARTUCHO DE TONER | BROTHER,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
4067-0,CART. DE TONER COMP. COM BROTHER TN-B021 EVOLUT 2.6K (CX C/ 15)-.,"9,00",PC,"29,44","79,05","265,00","70,17%"
