12182-0,TINTA INKBANK UNIVERSAL ET365 BK 1L (CX C/ 20)-.,"1,00",UN,"35,00","17,61","35,00","49,69%"
12192-0,TINTA INKBANK UNIVERSAL ET365 CYAN 1L (CX C/ 20)-.,"1,00",UN,"35,00","18,00","35,00","48,57%"
12184-0,TINTA INKBANK UNIVERSAL ET365 MAGENTA 1L (CX C/ 20)-.,"1,00",UN,"35,00","17,92","35,00","48,80%"
12186-0,TINTA INKBANK UNIVERSAL ET365 YELLOW 1L (CX C/ 20)-.,"1,00",UN,"35,00","17,97","35,00","48,66%"
,Total :,"42,00",,"9,90","179,35","416,00","56,89%"
19.237,TINTA | MARABU,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
12199-0,TINTA MARAJET DI-E 428 YELLOW GRF 1L-.,"1,00",UN,"300,00","175,36","300,00","41,55%"
12198-0,TINTA MARAJET DI-E 439 MAGENTA GRF 1L-.,"1,00",UN,"300,00","166,50","300,00","44,50%"
12197-0,TINTA MARAJET DI-E 459 CYAN GRF 1L-.,"1,00",UN,"300,00","178,97","300,00","40,34%"
12200-0,TINTA MARAJET DI-E 489 BLACK GRF 1 L-.,"1,00",UN,"300,00","184,47","300,00","38,51%"
12195-0,TINTA MARAJET DI-LSX 428 YELLOW 500 ML-.,"1,00",UN,"186,90","121,00","186,90","35,26%"
12194-0,TINTA MARAJET DI-LSX 438 MAGENTA 500 ML-.,"1,00",UN,"186,90","124,54","186,90","33,37%"
,Total :,"6,00",,"262,30","950,84","1.573,80","39,58%"
20.165,ACESSÓRIOS JATO DE TINTA | DIVERSOS,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
15012-0,ALCOOL ISOPROPILICO QUIMAGRAF 1LT-.,"6,00",UN,"30,83","108,51","185,00","41,35%"
,Total :,"6,00",,"30,83","108,51","185,00","41,34%"
2001.203,LONA | UNIBANNER FUNDO PRETO,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
"20115050-0LONA UNIBANNER BRILHO F.P. 300x500 380g 1,42mt-.",,"142,00",M2,"7,20","625,33","1.022,40","38,84%"
"20115054-0LONA UNIBANNER BRILHO F.P. 300x500 380g 2,20mt-.",,"110,00",M2,"7,20","489,72","792,00","38,17%"
"20115055-0LONA UNIBANNER BRILHO F.P. 300x500 380g 2,50mt-.",,"250,00",M2,"7,40","1.097,10","1.850,00","40,70%"
"20115047-0LONA UNIBANNER BRILHO F.P. 300x500 380g 3,20mt-.",,"400,00",M2,"7,24","1.716,44","2.896,00","40,73%"
,Total :,"902,00",,"7,27","3.928,59","6.560,40","40,12%"
2002.2001,ADESIVO | UNITRAMA,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
RMOV336 - Conferências de Saídas por Divisão de Produtos,Emissão:,04/12/2025 12:34,,h,Página :,0011/,68
PB,CAJAZEIRAS,,,,,,
2002.2001,ADESIVO | UNITRAMA,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
"2011100-0VINIL UNIPRO INTERM. (NV 2012) C/ 1,06mt-.",,"265,00",M2,"5,68","867,38","1.505,20","42,37%"
"2011101-0VINIL UNIPRO INTERM. (NV 2012) C/ 1,27mt-.",,"952,50",M2,"4,99","3.191,07","4.752,97","32,86%"
"2011056-0VINIL UNIPRO INTERM. (NV 2012) C/ 1,37mt-.",,"137,00",M2,"5,37","455,10","735,82","38,15%"
"2011104-0VINIL UNIPRO INTERM. (NV 2012) C/ 1,52mt-.",,"152,00",M2,"5,78","498,16","877,80","43,25%"
"2011045-0VINIL UNIPRO UT80 ECONOMY (BV2000/NV2010) GLOSSY C/ 1,06mt-.",,"159,00",M2,"4,99","466,19","793,41","41,24%"
"2011046-0VINIL UNIPRO UT80 ECONOMY (BV2000/NV2010) GLOSSY C/ 1,27mt-.",,"127,00",M2,"4,59","378,19","582,50","35,07%"
2011039-0VINIL UNITRAMA UT100BK ( NV2112/2204 ) C/ 1.06mt-.,,"63,00",M2,"6,80","242,55","428,40","43,38%"
2011006-0VINIL UNITRAMA UT100BK ( NV2112/2204 ) C/ 1.27mt-.,,"63,50",M2,"6,61","246,89","419,61","41,16%"
"2011018-0VINIL UNITRAMA UT100CG (NV4002) TRANSPARENTE GLOSSY C/ 1,06mt-.",,"159,00",M2,"6,92","683,86","1.099,60","37,81%"
"2011019-0VINIL UNITRAMA UT100CG (NV4002) TRANSPARENTE GLOSSY C/ 1,27mt-.",,"190,50",M2,"6,60","825,32","1.257,30","34,36%"
"2011070-0VINIL UNITRAMA UT100WD (NV3801) PERMANENTE GREY MATTE C/ 1,06mt-.",,"53,00",M2,"8,60","279,26","455,80","38,73%"
,Total :,"2.321,50",,"5,56","8.133,96","12.908,41","36,99%"
2003.2052,ACM | UNIBOND 1.50,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
2013111-0ACM UNIBOND AMARELO ALTO BRILHO 3mm,1.50 x 5.00mt 8821-.,"2,00",UN,"570,00","718,24","1.140,00","37,00%"
2013065-0ACM UNIBOND AZUL ESCURO ALTO BRILHO 3mm,1.50 x 5.00mt T808-.,"4,00",UN,"582,50","1.422,73","2.330,00","38,94%"
2013067-0ACM UNIBOND BRANCO ALTO BRILHO 3mm,1.50 x 5.00mt T805-.,"6,00",UN,"574,17","2.125,54","3.445,00","38,30%"
2013211-0ACM UNIBOND PINK ALTO BRILHO 3mm,1.50 x 5.00mt GMH 200407-.,"2,00",UN,"570,00","669,96","1.140,00","41,23%"
2013200-0ACM UNIBOND RUBI 3mm,1.50 x 5.00mt 8833-.,"1,00",UN,"595,00","364,07","595,00","38,81%"
2013097-0ACM UNIBOND VERMELHO ALTO BRILHO 3mm,1.50 x 5.00mt T802-.,"1,00",UN,"595,00","356,25","595,00","40,13%"
,Total :,"16,00",,"577,81","5.656,80","9.245,00","38,81%"
2003.2053,ACM | SIGNBOND 1.22,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
2013219-0ACM SIGNBOND AMARELO ALTO BRILHO 3mm 1.22 x 5.00mt T8821-.,,"1,00",UN,"415,00","258,65","415,00","37,67%"
2013123-0ACM SIGNBOND AZUL ESCURO ALTO BRILHO 3mm 1.22 x 5.00mt T808-.,,"10,00",UN,"401,40","2.568,92","4.014,00","36,00%"
2013118-0ACM SIGNBOND AZUL NOTURNO 3mm 1.22 x 5.00mt 8854-.,,"4,00",UN,"399,00","1.014,11","1.596,00","36,46%"
2013124-0ACM SIGNBOND BRANCO ALTO BRILHO 3mm 1.22 x 5.00mt T805-.,,"3,00",UN,"397,67","766,76","1.193,00","35,73%"
2013127-0ACM SIGNBOND PRETO ALTO BRILHO 3mm 1.22 x 5.00mt T804-.,,"1,00",UN,"400,00","253,87","400,00","36,53%"
2013129-0ACM SIGNBOND VERMELHO ALTO BRILHO 3mm 1.22 x 5.00mt T802-.,,"1,00",UN,"415,00","257,97","415,00","37,84%"
,Total :,"20,00",,"401,65","5.120,27","8.033,00","36,26%"
2020.204,CHAPA PVC | TECPEL,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
2019140-0PVC BRANCO VISUAL MAIS 1220MMX2440MM 15MM-.,,"2,00",UN,"299,00","348,60","598,00","41,71%"
,Total :,"2,00",,"299,00","348,60","598,00","41,71%"
2026.2001,ACRILICO | UNITRAMA,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
"20260016-0ACRILICO UNIGLASS CRISTAL 2mm c/ 1,00mt X 2,00mt NEW-.",,"14,00",UN,"202,86","1.647,37","2.840,00","41,99%"
,Total :,"14,00",,"202,86","1.647,37","2.840,00","41,99%"
RMOV336 - Conferências de Saídas por Divisão de Produtos,Emissão:,04/12/2025 12:34,,h,Página :,0012/,68
PB,CAJAZEIRAS,,,,,,
2026.2033,ACRILICO | BOLD,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
"20260055-0ACRILICO BOLD CAST BRANCO 2MM 1,00 X 2,00MT REF.BR4044-.",,"1,00",UN,"250,00","145,23","250,00","41,91%"
"20260063-0ACRILICO BOLD CAST PRETO 2MM 1,00 X 2,00MT REF.PR502-.",,"1,00",UN,"250,00","145,24","250,00","41,90%"
,Total :,"2,00",,"250,00","290,47","500,00","41,91%"
2030.2005,ACESSÓRIOS SIGN | FITA,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
"2015046-0FITA FUSION DUPLA FACE P/ ACM BRANCA 1,6 MM 15 X 20 MM-.",,"12,00",UN,"68,50","456,83","822,00","44,42%"
"2015045-0FITA FUSION DUPLA FACE P/ ACM BRANCA 1,6 MM 19 X 20 MM-.",,"5,00",UN,"78,17","238,49","390,85","38,98%"
,Total :,"17,00",,"71,34","695,32","1.212,85","42,67%"
2030.2007,ACESSÓRIOS SIGN | BASTÃO,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
"2016000-0BASTAO DE PINUS 5/8 16MM X 0,75CM C/ 50UN-.",,"1,00",PCT,"47,00","27,01","47,00","42,53%"
"2016013-0BASTAO DE PINUS 5/8 16MM X 0,85CM C/ 50UN-.",,"3,00",PCT,"55,00","91,13","165,00","44,77%"
"2016001-0BASTAO DE PINUS 5/8 16MM X 1,05CM C/ 50UN-.",,"3,00",PCT,"69,67","121,50","209,00","41,87%"
"2016008-0BASTAO DE PINUS 5/8 16MM X 1,20CM C/ 50UN-.",,"1,00",PCT,"80,00","45,90","80,00","42,63%"
"2016009-0BASTAO DE PINUS 5/8 16MM X 1,50CM C/ 50UN-.",,"2,00",PCT,"105,00","121,05","210,00","42,36%"
,Total :,"10,00",,"71,10","406,58","711,00","42,82%"
2030.201,ACESSÓRIOS SIGN | PONTEIRAS,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
2017001-0PONTEIRAS DE 5/8 BRANCA PCT 100-.,,"7,00",PCT,"11,67","46,35","81,70","43,27%"
,Total :,"7,00",,"11,67","46,35","81,70","43,27%"
,TOTAL CIDADE:,"3.365,50",,,"27.513,01","44.865,16","38,68%"
RMOV336 - Conferências de Saídas por Divisão de Produtos,,Emissão:,04/12/2025 12:34,,h,Página :,0013/,68
PB,CAMPINA GRANDE,,,,,,,
10.1,CARTUCHO DE TONER | HP,,,,,,,
Produto,Descrição,Quantidade,,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
3473-0,CART. DE TONER COMP. COM PM 2612 2K PTC (CX C/12)-.,,"4,00",PC,"27,50","69,47","110,00","36,85%"
3474-0,CART. DE TONER COMP. COM PM CB435/436/285A 2K PTC (CX C/20)-.,,"15,00",PC,"27,30","247,26","409,50","39,62%"
3033-0,"CART. DE TONER COMP. COM PM CE285A 1,6K EVOLUT(CX C/ 20)-.",,"10,00",PC,"35,00","164,41","350,00","53,02%"
3042-0,"CART. DE TONER COMP. COM PM CE505A/CF280A 2,7K CHMT(CX C/15)-.",,"6,00",PC,"55,00","145,82","330,00","55,81%"
3149-0,"CART. DE TONER COMP. COM PM CF283A M125/M126/M127/M128 1,5K EVOLUT(CX C/ 12)-.",,"10,00",PC,"35,00","166,45","350,00","52,44%"
3079-0,CART. DE TONER COMP. COM PM CF283A PTC (CX C/ 20)-.,,"3,00",PC,"29,00","49,45","87,00","43,16%"
,,Total :,"48,00",,"34,09","842,86","1.636,50","48,50%"
10.113,CARTUCHO DE TONER | BROTHER,,,,,,,
Produto,Descrição,Quantidade,,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
3165-0,CART. DE TONER COMP. COM BROTHER TN1000/35/40/60/70/75 PTC (CX C/20)-.,,"40,00",PC,"18,00","416,00","720,00","42,22%"
3304-0,CART. DE TONER COMP. COM BROTHER TN2340,PTC (CX C/12)-.,"50,00",PC,"23,20","636,50","1.160,00","45,13%"
3331-0,CART. DE TONER COMP. COM BROTHER TN3442 PTC (CX C/ 08)-.,,"3,00",PC,"60,00","73,94","180,00","58,92%"
3332-0,CART. DE TONER COMP. COM BROTHER TN3472 PTC (CX C/08)-.,,"8,00",PC,"48,75","210,91","390,00","45,92%"
,,Total :,"101,00",,"24,26","1.337,36","2.450,00","45,41%"
10.115,CARTUCHO DE TONER | SAMSUNG,,,,,,,
Produto,Descrição,Quantidade,,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
3318-0,CART. DE TONER COMP. COM SAMSUNG D111 ATUALIZADO PTC (CX C/12)-.,,"5,00",PC,"35,00","109,98","175,00","37,15%"
3306-0,CART. DE TONER COMP. COM SAMSUNG D203 15K PTC (CX C/12)-.,,"27,00",PC,"80,56","1.273,43","2.175,00","41,45%"
3951-0,CART. DE TONER COMP. COM SAMSUNG D205L SCX5637/4833/3310 5K EVOLUT (CX C/ 08)-.,,"5,00",PC,"65,00","217,70","325,00","33,02%"
3933-0,"CART. DE TONER COMP. COM SAMSUNG ML1665/D104 1,5K CHMT(CX C/15)-.",,"4,00",PC,"39,00","100,82","156,00","35,37%"
,,Total :,"41,00",,"69,05","1.701,93","2.831,00","39,88%"
10.135,CARTUCHO DE TONER | FOTOCONDUTOR,,,,,,,
Produto,Descrição,Quantidade,,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
4064-0,KIT FOTOCONDUTOR COMP. COM BROTHER DR-B021 EVOLUT-.,,"4,00",PC,"95,00","159,09","380,00","58,13%"
3329-0,KIT FOTOCONDUTOR COMP. COM BROTHER DR1000/30/40/60/70/75 PTC (CX C/12)-.,,"2,00",PC,"35,00","32,76","70,00","53,20%"
3388-0,KIT FOTOCONDUTOR COMP. COM BROTHER TN3442/3472 PTC (CX C/12)-.,,"2,00",PC,"55,00","51,38","110,00","53,29%"
,,Total :,"8,00",,"70,00","243,22","560,00","56,57%"
19.221,TINTA | EPSON/BULK INK/70ML,,,,,,,
Produto,Descrição,Quantidade,,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
11973-0,TINTA BULK INK EPSON EL8000/8100/504 BLACK 70ML (CX C/ 100)-.,,"100,00",UN,"5,00","279,80","500,00","44,04%"
,,Total :,"100,00",,"5,00","279,80","500,00","44,04%"
19.236,TINTA | INKBANK,,,,,,,
Produto,Descrição,Quantidade,,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
RMOV336 - Conferências de Saídas por Divisão de Produtos,Emissão:,04/12/2025 12:34,,h,Página :,0014/,68
PB,CAMPINA GRANDE,,,,,,
19.236,TINTA | INKBANK,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
12146-0,TINTA INKBANK EPSON E850 BLACK 1LT (CX C/ 20)-.,"13,00",UN,"40,38","280,30","525,00","46,61%"
12147-0,TINTA INKBANK EPSON E850 CYAN 1LT (CX C/ 20)-.,"5,00",UN,"39,00","107,95","195,00","44,64%"
12148-0,TINTA INKBANK EPSON E850 MAG 1LT (CX C/ 20)-.,"7,00",UN,"39,21","151,02","274,50","44,98%"
12149-0,TINTA INKBANK EPSON E850 YELL 1LT (CX C/ 20)-.,"3,00",UN,"39,33","64,73","118,00","45,14%"
12150-0,TINTA INKBANK EPSON E850/504/544 BLACK 70ML-.,"20,00",UN,"5,75","55,40","115,00","51,83%"
12151-0,TINTA INKBANK EPSON E850/504/544 CYAN 70ML-.,"10,00",UN,"6,00","27,51","60,00","54,15%"
12152-0,TINTA INKBANK EPSON E850/504/544 MAG 70ML-.,"10,00",UN,"6,00","27,10","60,00","54,83%"
12153-0,TINTA INKBANK EPSON E850/504/544 YELL 70ML-.,"10,00",UN,"6,00","27,20","60,00","54,67%"
12174-0,TINTA INKBANK EPSON E850/664 BLACK 100ML (CX C/ 100)-.,"15,00",UN,"6,00","47,06","90,00","47,71%"
12175-0,TINTA INKBANK EPSON E850/664 CYAN 100ML (CX C/ 100)-.,"15,00",UN,"6,00","44,54","90,00","50,51%"
12176-0,TINTA INKBANK EPSON E850/664 MAG 100ML (CX C/ 100)-.,"15,00",UN,"6,00","44,19","90,00","50,90%"
12177-0,TINTA INKBANK EPSON E850/664 YELL 100ML (CX C/ 100)-.,"15,00",UN,"6,00","44,53","90,00","50,52%"
12188-0,TINTA INKBANK EPSON EL8100/504/544 BLACK 70ML C/ CAIXA-.,"65,00",UN,"5,62","224,08","365,50","38,69%"
12189-0,TINTA INKBANK EPSON EL8100/504/544 CYAN 70ML C/ CAIXA-.,"40,00",UN,"5,65","136,12","226,00","39,77%"
12190-0,TINTA INKBANK EPSON EL8100/504/544 MAG 70ML C/ CAIXA-.,"41,00",UN,"5,64","139,36","231,30","39,75%"
12191-0,TINTA INKBANK EPSON EL8100/504/544 YELL 70ML C/ CAIXA-.,"47,00",UN,"5,60","159,40","263,10","39,41%"
12182-0,TINTA INKBANK UNIVERSAL ET365 BK 1L (CX C/ 20)-.,"10,00",UN,"30,00","176,10","300,00","41,30%"
12192-0,TINTA INKBANK UNIVERSAL ET365 CYAN 1L (CX C/ 20)-.,"3,00",UN,"35,00","54,00","105,00","48,57%"
12184-0,TINTA INKBANK UNIVERSAL ET365 MAGENTA 1L (CX C/ 20)-.,"8,00",UN,"31,88","143,35","255,00","43,78%"
12186-0,TINTA INKBANK UNIVERSAL ET365 YELLOW 1L (CX C/ 20)-.,"8,00",UN,"31,88","143,72","255,00","43,64%"
12163-0,TINTA INKBANK UNIVERSAL ET365/664 BLACK 100ML (CX C/ 100)-.,"30,00",UN,"5,63","77,55","169,00","54,11%"
12164-0,TINTA INKBANK UNIVERSAL ET365/664 CYAN 100ML (CX C/ 100)-.,"8,00",UN,"6,00","20,75","48,00","56,77%"
12165-0,TINTA INKBANK UNIVERSAL ET365/664 MAG 100ML (CX C/ 100)-.,"7,00",UN,"6,00","18,10","42,00","56,90%"
12166-0,TINTA INKBANK UNIVERSAL ET365/664 YELL 100ML (CX C/ 100)-.,"7,00",UN,"6,00","18,10","42,00","56,90%"
,Total :,"412,00",,"9,88","2.232,17","4.069,40","45,15%"
19.237,TINTA | MARABU,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
12195-0,TINTA MARAJET DI-LSX 428 YELLOW 500 ML-.,"3,00",UN,"185,00","363,00","555,00","34,59%"
12194-0,TINTA MARAJET DI-LSX 438 MAGENTA 500 ML-.,"5,00",UN,"186,14","622,69","930,70","33,09%"
12193-0,TINTA MARAJET DI-LSX 459 CYAN 500 ML-.,"1,00",UN,"185,00","121,00","185,00","34,59%"
,Total :,"9,00",,"185,63","1.106,69","1.670,70","33,76%"
2001.203,LONA | UNIBANNER FUNDO PRETO,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
"20115054-0LONA UNIBANNER BRILHO F.P. 300x500 380g 2,20mt-.",,"110,00",M2,"7,50","489,72","825,00","40,64%"
"20115047-0LONA UNIBANNER BRILHO F.P. 300x500 380g 3,20mt-.",,"640,00",M2,"7,38","2.757,18","4.720,00","41,59%"
20115133-0LONA UNIBANNER BRILHO F.P. 500x500 280g 9*9 320cm-.,,"4.800,00",M2,"5,80","17.093,28","27.840,00","38,60%"
"2012050-0LONA UNIBANNER FOSCA F.P. 300x500 380g 3,20mt-.",,"320,00",M2,"7,40","1.270,59","2.368,00","46,34%"
,Total :,"5.870,00",,"6,09","21.610,78","35.753,00","39,56%"
RMOV336 - Conferências de Saídas por Divisão de Produtos,Emissão:,04/12/2025 12:34,,h,Página :,0015/,68
PB,CAMPINA GRANDE,,,,,,
2002.2001,ADESIVO | UNITRAMA,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
"2011100-0VINIL UNIPRO INTERM. (NV 2012) C/ 1,06mt-.",,"954,00",M2,"5,74","3.122,66","5.477,55","42,99%"
"2011101-0VINIL UNIPRO INTERM. (NV 2012) C/ 1,27mt-.",,"1.079,50",M2,"5,11","3.616,54","5.520,03","34,48%"
"2011056-0VINIL UNIPRO INTERM. (NV 2012) C/ 1,37mt-.",,"1.027,50",M2,"5,18","3.415,36","5.326,58","35,88%"
"2011104-0VINIL UNIPRO INTERM. (NV 2012) C/ 1,52mt-.",,"152,00",M2,"5,80","511,58","881,60","41,97%"
"2011115-0VINIL UNIPRO INTERM. MATTE (NV2013) C/ 1,06mt-.",,"212,00",M2,"5,83","700,79","1.234,90","43,25%"
"2011116-0VINIL UNIPRO INTERM. MATTE (NV2013) C/ 1,27mt-.",,"127,00",M2,"5,85","425,75","742,32","42,65%"
"2011045-0VINIL UNIPRO UT80 ECONOMY (BV2000/NV2010) GLOSSY C/ 1,06mt-.",,"53,00",M2,"5,00","155,40","265,00","41,36%"
"2011046-0VINIL UNIPRO UT80 ECONOMY (BV2000/NV2010) GLOSSY C/ 1,27mt-.",,"1.397,00",M2,"4,86","4.160,13","6.795,66","38,78%"
"2011023-0VINIL UNITRAMA INFLEX UT80GR POLIMERICO CC C/ 1,37mt (IV2200)-.",,"274,00",M2,"12,90","1.990,09","3.534,60","43,70%"
"2011018-0VINIL UNITRAMA UT100CG (NV4002) TRANSPARENTE GLOSSY C/ 1,06mt-.",,"106,00",M2,"7,40","455,91","784,40","41,88%"
"2011019-0VINIL UNITRAMA UT100CG (NV4002) TRANSPARENTE GLOSSY C/ 1,27mt-.",,"127,00",M2,"6,61","550,21","839,10","34,43%"
"2011070-0VINIL UNITRAMA UT100WD (NV3801) PERMANENTE GREY MATTE C/ 1,06mt-.",,"106,00",M2,"8,99","558,51","952,94","41,39%"
,Total :,"5.615,00",,"5,76","19.662,93","32.354,68","39,23%"
2003.2052,ACM | UNIBOND 1.50,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
2013077-0ACM UNIBOND LARANJA ALTO BRILHO 3mm,1.50 x 5.00mt T801-.,"4,00",UN,"590,00","1.400,99","2.360,00","40,64%"
2013200-0ACM UNIBOND RUBI 3mm,1.50 x 5.00mt 8833-.,"3,00",UN,"586,67","1.092,21","1.760,00","37,94%"
,Total :,"7,00",,"588,57","2.493,20","4.120,00","39,49%"
2003.2053,ACM | SIGNBOND 1.22,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
2013219-0ACM SIGNBOND AMARELO ALTO BRILHO 3mm 1.22 x 5.00mt T8821-.,,"6,00",UN,"403,33","1.525,31","2.420,00","36,97%"
2013123-0ACM SIGNBOND AZUL ESCURO ALTO BRILHO 3mm 1.22 x 5.00mt T808-.,,"10,00",UN,"389,00","2.525,90","3.890,00","35,07%"
2013124-0ACM SIGNBOND BRANCO ALTO BRILHO 3mm 1.22 x 5.00mt T805-.,,"3,00",UN,"399,33","763,70","1.198,00","36,25%"
2013134-0ACM SIGNBOND LARANJA ALTO BRILHO 3mm 1.22 x 5.00mt T801-.,,"4,00",UN,"389,00","1.010,50","1.556,00","35,06%"
2013126-0ACM SIGNBOND PRATA METALIZADO 3mm 1.22 x 5.00mt 8801-.,,"1,00",UN,"389,00","253,47","389,00","34,84%"
2013127-0ACM SIGNBOND PRETO ALTO BRILHO 3mm 1.22 x 5.00mt T804-.,,"5,00",UN,"389,00","1.269,33","1.945,00","34,74%"
2013137-0ACM SIGNBOND RUBI 3mm 1.22 x 5.00mt UNI8833-.,,"10,00",UN,"389,00","2.544,37","3.890,00","34,59%"
2013129-0ACM SIGNBOND VERMELHO ALTO BRILHO 3mm 1.22 x 5.00mt T802-.,,"15,00",UN,"400,00","3.783,66","6.000,00","36,94%"
,Total :,"54,00",,"394,22","13.676,25","21.288,00","35,76%"
2003.2054,ACM | PVDF,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
2013192-0ACM UNIBOND ARCHIE VERMELHO FOSCO PVDF 4mm (0.30) 1.50 x 5.00mt (8829)-.,,"3,00",UN,"1.290,00","2.125,29","3.870,00","45,08%"
,Total :,"3,00",,"1.290,00","2.125,29","3.870,00","45,08%"
2020.204,CHAPA PVC | TECPEL,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
2019140-0PVC BRANCO VISUAL MAIS 1220MMX2440MM 15MM-.,,"1,00",UN,"300,00","174,30","300,00","41,90%"
2019139-0PVC BRANCO VISUAL MAIS 1220MMX2440MM 20.0MM-.,,"1,00",UN,"390,00","229,95","390,00","41,04%"
,Total :,"2,00",,"345,00","404,25","690,00","41,41%"
RMOV336 - Conferências de Saídas por Divisão de Produtos,Emissão:,04/12/2025 12:34,,h,Página :,0016/,68
PB,CAMPINA GRANDE,,,,,,
2026.2001,ACRILICO | UNITRAMA,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
"20260020-0ACRILICO UNIGLASS BRANCO 3mm c/ 1,00mt X 2,00mt NEW-.",,"1,00",UN,"310,00","183,92","310,00","40,67%"
"20260017-0ACRILICO UNIGLASS CRISTAL 3mm c/ 1,00mt X 2,00mt NEW-.",,"3,00",UN,"270,00","511,13","810,00","36,90%"
,Total :,"4,00",,"280,00","695,05","1.120,00","37,94%"
2026.2033,ACRILICO | BOLD,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
"20260055-0ACRILICO BOLD CAST BRANCO 2MM 1,00 X 2,00MT REF.BR4044-.",,"2,00",UN,"240,00","290,46","480,00","39,49%"
,Total :,"2,00",,"240,00","290,46","480,00","39,49%"
2030.2005,ACESSÓRIOS SIGN | FITA,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
2015041-0FITA NORBOND AD 2163F-3BI 19mmX20m-.,,"24,00",UN,"110,00","1.566,75","2.640,00","40,65%"
2015043-0FITA NORBOND AD FA2000-3BI 19mmX20m-.,,"3,00",UN,"165,00","285,78","495,00","42,27%"
,Total :,"27,00",,"116,11","1.852,53","3.135,00","40,91%"
2030.2007,ACESSÓRIOS SIGN | BASTÃO,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
"2016008-0BASTAO DE PINUS 5/8 16MM X 1,20CM C/ 50UN-.",,"1,00",PCT,"80,00","45,90","80,00","42,63%"
,Total :,"1,00",,"80,00","45,90","80,00","42,62%"
2030.2057,ACESSÓRIOS SIGN | SELANTE/SILICONE NEOKLON,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
13795-0,SILICONE NEOKLON NEUTRO P/ ACM 260G AZUL-.,"2,00",UN,"38,00","41,34","76,00","45,61%"
13801-0,SILICONE NEOKLON NEUTRO P/ ACM 260G LARANJA-.,"4,00",UN,"35,00","77,57","140,00","44,59%"
,Total :,"6,00",,"36,00","118,91","216,00","44,95%"
,TOTAL CIDADE:,"12.310,00",,,"70.719,57","116.824,28","39,46%"
RMOV336 - Conferências de Saídas por Divisão de Produtos,Emissão:,04/12/2025 12:34,,h,Página :,0017/,68
PB,CAPIM,,,,,,
19.236,TINTA | INKBANK,,,,,,
Produto,Descrição,Quantidade,UN,Preço Médio,Custo Total,Vlr. Total,%Margem
12172-0,TINTA INKBANK CANON C1800/CL190 BLACK 135 ML-.,"5,00",UN,"15,00","20,43","75,00","72,76%"
12167-0,TINTA INKBANK CANON C1800/CL190 CYAN 70ML (CX C/ 100)-.,"2,00",UN,"10,00","5,32","20,00","73,40%"
12168-0,TINTA INKBANK CANON C1800/CL190 MAG 70ML (CX C/ 100)-.,"2,00",UN,"10,00","5,32","20,00","73,40%"
